id,name
1,Adana
2,Adıyaman
12,Bingöl
21,Diyarbakır
23,Elazığ
24,Erzincan
27,Gaziantep
31,Hatay
33,Mersin
38,Kayseri
44,Malatya
46,Kahramanmaraş
47,Mardin
49,Muş
58,Sivas
62,Tunceli
63,Şanlıurfa
65,Van
68,Aksaray
79,Kilis
80,Osmaniye
